location,price,bedrooms,bathrooms,size
"Officers Garden Colony, Warsak Road, Peshawar",25000000,6,6,1125.0
"Warsak Road, Peshawar, Peshawar",21000000,6,6,1125.0
"Warsak Road, Peshawar, Peshawar",25000000,7,6,1575.0
"Hayatabad Phase 1, Hayatabad, Peshawar",34000000,0,0,1125.0
"Hayatabad Phase 1 - D4, Hayatabad Phase 1, Peshawar",31000000,8,8,1125.0
"Hayatabad Phase 1 - E3, Hayatabad Phase 1, Peshawar",108000000,10,6,4500.0
"Hayatabad Phase 1 - D2, Hayatabad Phase 1, Peshawar",30000000,5,5,1125.0
"Officers Garden Colony, Warsak Road, Peshawar",26500000,6,6,1125.0
"Warsak Road, Peshawar, Peshawar",36000000,0,0,2025.0
"DHA Phase 1 - Sector A, DHA Phase 1, Peshawar",86000000,9,6,4500.0
"Umar Gul Road, Peshawar, Peshawar",130000000,0,0,11250.0
"Officers Garden Colony, Warsak Road, Peshawar",19000000,0,0,1125.0
"Hayatabad Phase 7 - E5, Hayatabad Phase 7, Peshawar",53000000,10,6,2250.0
"Hayatabad Phase 7, Hayatabad, Peshawar",33000000,8,0,1125.0
"Hayatabad Phase 7 - E5, Hayatabad Phase 7, Peshawar",53000000,11,0,2250.0
"Hayatabad Phase 1, Hayatabad, Peshawar",65000000,6,6,4500.0
"Wapda Town, Peshawar, Peshawar",18000000,6,6,1575.0
"Wapda Town, Peshawar, Peshawar",18000000,6,6,1575.0
"Sufiyan Garden, Warsak Road, Peshawar",38000000,0,0,2250.0
"Hayatabad Phase 6, Hayatabad, Peshawar",64000000,0,0,2250.0
"Hayatabad Phase 7, Hayatabad, Peshawar",82000000,6,6,4500.0
"Hayatabad Phase 6, Hayatabad, Peshawar",57000000,0,0,2250.0
"Hayatabad Phase 1 - E2, Hayatabad Phase 1, Peshawar",60000000,0,0,2250.0
"Hayatabad Phase 7, Hayatabad, Peshawar",59000000,0,0,2250.0
"Hayatabad Phase 4 - P1, Hayatabad Phase 4, Peshawar",160000000,0,0,4500.0
"Warsak Road, Peshawar, Peshawar",43000000,7,8,2250.0
"Warsak Road, Peshawar, Peshawar",25000000,7,7,1575.0
"Warsak Road, Peshawar, Peshawar",43000000,8,6,2250.0
"Deans Heights, Hayatabad, Peshawar",25000000,3,4,1575.0
"Hayatabad Phase 3 - K1, Hayatabad Phase 3, Peshawar",70000000,8,6,4500.0
"Hayatabad Phase 6 - F2, Hayatabad Phase 6, Peshawar",55000000,7,8,2250.0
"Regi Model Town Phase 4 - Block C2, Regi Model Town Phase 4, Peshawar",19100000,8,6,1125.0
"Regi Model Town Phase 3 - Block D2, Regi Model Town Phase 3, Peshawar",19400000,8,6,1125.0
"Officers Garden Colony, Warsak Road, Peshawar",18000000,6,6,1125.0
"GT Road, Peshawar, Peshawar",6250000,4,4,1125.0
"GT Road, Peshawar, Peshawar",8750000,4,4,788.0
"Gulberg, Peshawar, Peshawar",19500000,6,6,900.0
"Wapda Town, Peshawar, Peshawar",18000000,6,6,1575.0
"Hayatabad Phase 1, Hayatabad, Peshawar",65000000,6,6,4500.0
"Wapda Town, Peshawar, Peshawar",18000000,6,6,1575.0
"Sufiyan Garden, Warsak Road, Peshawar",38000000,0,0,2250.0
"Gulberg, Peshawar, Peshawar",19500000,6,6,900.0
"Hayatabad Phase 1, Hayatabad, Peshawar",65000000,6,6,4500.0
"Sufiyan Garden, Warsak Road, Peshawar",38000000,0,0,2250.0
"Hayatabad Phase 3 - K5, Hayatabad Phase 3, Peshawar",160000000,9,6,9000.0
"Regi Model Town Phase 4, Regi Model Town, Peshawar",40000000,10,6,2250.0
"Hayatabad Phase 6, Hayatabad, Peshawar",55000000,7,0,1575.0
"Hayatabad Phase 6 - F4, Hayatabad Phase 6, Peshawar",130000000,10,10,4500.0
"Hayatabad Phase 7, Hayatabad, Peshawar",64000000,0,0,2250.0
"Warsak Road, Peshawar, Peshawar",27000000,7,6,1575.0
"Sufiyan Garden, Warsak Road, Peshawar",10800000,4,5,742.0
"Hayatabad Phase 6 - F6, Hayatabad Phase 6, Peshawar",24500000,6,6,1125.0
"Hayatabad Phase 6 - F6, Hayatabad Phase 6, Peshawar",26500000,7,7,1125.0
"Shaheen Housing Scheme, Warsak Road, Peshawar",32500000,4,5,4950.0
"Hayatabad Phase 7 - E6, Hayatabad Phase 7, Peshawar",60000000,0,0,2250.0
"Hayatabad Phase 7 - E5, Hayatabad Phase 7, Peshawar",31000000,7,8,1125.0
"GT Road, Peshawar, Peshawar",12500000,5,5,1125.0
"Regi Model Town Phase 4 - Block C1, Regi Model Town Phase 4, Peshawar",23000000,8,0,1125.0
"Warsak Road, Peshawar, Peshawar",16200000,6,6,1012.0
"Officers Garden Colony, Warsak Road, Peshawar",17000000,5,5,720.0
"Sufiyan Garden, Warsak Road, Peshawar",15500000,7,7,1125.0
"Wapda Town, Peshawar, Peshawar",18000000,6,6,1575.0
"Gulberg, Peshawar, Peshawar",19500000,6,6,900.0
"Hayatabad Phase 1, Hayatabad, Peshawar",65000000,6,6,4500.0
"Wapda Town, Peshawar, Peshawar",18000000,6,6,1575.0
"Sufiyan Garden, Warsak Road, Peshawar",38000000,0,0,2250.0
"Gulberg, Peshawar, Peshawar",19500000,6,6,900.0
"Hayatabad Phase 1, Hayatabad, Peshawar",65000000,6,6,4500.0
"Wapda Town, Peshawar, Peshawar",18000000,6,6,1575.0
"Hayatabad Phase 1, Hayatabad, Peshawar",42000000,0,0,2250.0
"Hayatabad Phase 1, Hayatabad, Peshawar",61000000,0,0,2250.0
"Hayatabad Phase 7, Hayatabad, Peshawar",59000000,0,0,2250.0
"Hayatabad Phase 1, Hayatabad, Peshawar",55000000,0,0,2250.0
"Hayatabad Phase 1, Hayatabad, Peshawar",59000000,0,0,2250.0
"Dalazak Road, Peshawar, Peshawar",17000000,5,5,788.0
"Orhan Tower, Canal Road, Peshawar",12500000,3,3,1440.0
"Orhan Tower, Canal Road, Peshawar",9709000,2,2,1125.0
"Dalazak Road, Peshawar, Peshawar",13000000,4,4,562.0
"Warsak Road, Peshawar, Peshawar",34500000,7,7,2250.0
"Hayatabad Phase 1, Hayatabad, Peshawar",43000000,6,6,2250.0
"Hayatabad Phase 7, Hayatabad, Peshawar",59000000,7,8,2250.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,900.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,900.0
"Warsak Road, Peshawar, Peshawar",8500000,4,4,562.0
"Warsak Road, Peshawar, Peshawar",15000000,6,6,1125.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,900.0
"Sufiyan Garden, Warsak Road, Peshawar",38000000,0,0,2250.0
"Gulberg, Peshawar, Peshawar",19500000,6,6,900.0
"Wapda Town, Peshawar, Peshawar",18000000,6,6,1575.0
"Hayatabad Phase 1, Hayatabad, Peshawar",65000000,6,6,4500.0
"Sufiyan Garden, Warsak Road, Peshawar",38000000,0,0,2250.0
"Gulberg, Peshawar, Peshawar",19500000,6,6,900.0
"Hayatabad Phase 1, Hayatabad, Peshawar",65000000,6,6,4500.0
"Wapda Town, Peshawar, Peshawar",18000000,6,6,1575.0
"DHA Phase 1 - Sector A, DHA Phase 1, Peshawar",85000000,9,9,4500.0
"Hayatabad Phase 1, Hayatabad, Peshawar",59000000,7,8,2250.0
"Hayatabad Phase 7, Hayatabad, Peshawar",63000000,7,8,2250.0
"Others, Peshawar, Peshawar",140000000,5,6,9000.0
"University Town, Peshawar, Peshawar",8800000,2,2,1148.0
"Warsak Road, Peshawar, Peshawar",13000000,6,6,1125.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1575.0
"Kohat Road, Peshawar, Peshawar",22000000,0,0,1462.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1462.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1575.0
"Hayatabad Phase 7, Hayatabad, Peshawar",58000000,10,6,2250.0
"Deans Heights, Hayatabad, Peshawar",25000000,4,4,1575.0
"Warsak Road, Peshawar, Peshawar",11000000,5,5,855.0
"Warsak Road, Peshawar, Peshawar",8500000,4,4,562.0
"Warsak Road, Peshawar, Peshawar",11000000,5,5,855.0
"Warsak Road, Peshawar, Peshawar",8500000,4,4,562.0
"Warsak Road, Peshawar, Peshawar",15000000,6,6,1125.0
"Sufiyan Garden, Warsak Road, Peshawar",38000000,0,0,2250.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,900.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,900.0
"Warsak Road, Peshawar, Peshawar",11000000,5,5,855.0
"Warsak Road, Peshawar, Peshawar",8500000,4,4,562.0
"Arbab Sabz Ali Khan Town, Warsak Road, Peshawar",15000000,6,6,1125.0
"Warsak Road, Peshawar, Peshawar",6300000,3,3,450.0
"Warsak Road, Peshawar, Peshawar",15000000,6,6,1125.0
"Askari 6, Peshawar, Peshawar",66000000,5,5,4500.0
"Kohat Road, Peshawar, Peshawar",22000000,0,0,1462.0
"Sarhad University, Ring Road, Peshawar",9020000,4,4,675.0
"Sarhad University, Ring Road, Peshawar",9000000,4,4,675.0
"Orhan Tower, Canal Road, Peshawar",12400000,3,3,1440.0
"Regi Model Town Phase 3, Regi Model Town, Peshawar",22000000,7,6,1125.0
"Hussain Heights, Gulbahar, Peshawar",8304000,2,2,698.0
"Paradise Mall, Canal Town, Peshawar",7200000,2,2,900.0
"Hayatabad Phase 7 - E5, Hayatabad Phase 7, Peshawar",32000000,8,6,1125.0
"Prime Town Apartments, University Town, Peshawar",12500000,3,3,1440.0
"Hayatabad Phase 7, Hayatabad, Peshawar",58000000,7,8,2250.0
"Hayatabad Phase 7, Hayatabad, Peshawar",80000000,7,8,3150.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,900.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,900.0
"Warsak Road, Peshawar, Peshawar",11000000,5,5,855.0
"Warsak Road, Peshawar, Peshawar",8500000,4,4,562.0
"Warsak Road, Peshawar, Peshawar",6300000,3,3,450.0
"Warsak Road, Peshawar, Peshawar",15000000,6,6,1125.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,900.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,900.0
"Warsak Road, Peshawar, Peshawar",11000000,5,5,855.0
"Warsak Road, Peshawar, Peshawar",8500000,4,4,562.0
"Arbab Sabz Ali Khan Town, Warsak Road, Peshawar",15000000,6,6,1125.0
"Warsak Road, Peshawar, Peshawar",6300000,3,3,450.0
"Warsak Road, Peshawar, Peshawar",15000000,6,6,1125.0
"Hayatabad Phase 7, Hayatabad, Peshawar",68000000,7,8,3150.0
"Hayatabad Phase 1, Hayatabad, Peshawar",108000000,11,10,4500.0
"Hayatabad Phase 1, Hayatabad, Peshawar",35000000,10,10,2250.0
"Hayatabad Phase 7, Hayatabad, Peshawar",33000000,10,0,1125.0
"Hayatabad Phase 2, Hayatabad, Peshawar",88000000,0,0,4500.0
"Hayatabad Phase 2, Hayatabad, Peshawar",150000000,10,0,9000.0
"Regi Model Town, Peshawar, Peshawar",17900000,8,6,1125.0
"Regi Model Town, Peshawar, Peshawar",21900000,8,6,1125.0
"Deans Heights, Hayatabad, Peshawar",24900000,4,3,1575.0
"Hayatabad Phase 7, Hayatabad, Peshawar",76000000,7,8,3150.0
"Hayatabad Phase 7, Hayatabad, Peshawar",45000000,7,8,1575.0
"Hayatabad Phase 7, Hayatabad, Peshawar",28000000,7,8,1125.0
"Wapda Town, Peshawar, Peshawar",27000000,0,0,2925.0
"Wapda Town, Peshawar, Peshawar",17000000,6,6,1575.0
"Wapda Town Sector H, Wapda Town, Peshawar",16000000,6,6,1575.0
"Ring Road, Peshawar, Peshawar",130000000,10,5,11250.0
"Hayatabad Phase 2 - H2, Hayatabad Phase 2, Peshawar",150000000,8,9,9000.0
"Warsak Road, Peshawar, Peshawar",15000000,6,6,1125.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,900.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,900.0
"Warsak Road, Peshawar, Peshawar",11000000,5,5,855.0
"Warsak Road, Peshawar, Peshawar",8500000,4,4,562.0
"Warsak Road, Peshawar, Peshawar",6300000,3,3,450.0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town, Peshawar",40000000,6,6,2250.0
"Ring Road, Peshawar, Peshawar",8500000,3,3,450.0
"Hayatabad Phase 1, Hayatabad, Peshawar",59000000,7,8,2250.0
"Darmangi, Warsak Road, Peshawar",16500000,0,0,1125.0
"Hayatabad Phase 6, Hayatabad, Peshawar",23200000,5,5,1125.0
"Regi Model Town, Peshawar, Peshawar",82000000,0,0,4500.0
"Hayatabad Phase 3, Hayatabad, Peshawar",70000000,7,7,4500.0
"Hayatabad Phase 7, Hayatabad, Peshawar",59000000,7,8,2250.0
"GT Road, Peshawar, Peshawar",129500000,11,10,8100.0
"University Town, Peshawar, Peshawar",10000000,3,2,1350.0
"Regi Model Town, Peshawar, Peshawar",53000000,11,10,4500.0
"Warsak Road, Peshawar, Peshawar",10000000,3,3,1552.0
"Hayatabad Phase 6, Hayatabad, Peshawar",52000000,7,8,2250.0
"Hayatabad Phase 7, Hayatabad, Peshawar",53000000,7,8,2250.0
"Hayatabad Phase 4 - N3, Hayatabad Phase 4, Peshawar",85000000,10,9,4500.0
"Gulberg, Peshawar, Peshawar",10500000,6,6,675.0
"Warsak Road, Peshawar, Peshawar",12000000,0,0,1125.0
"Hayatabad Phase 1 - D2, Hayatabad Phase 1, Peshawar",27000000,6,6,1125.0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town, Peshawar",27000000,7,7,1575.0
"Ring Road, Peshawar, Peshawar",8500000,3,3,450.0
"Ring Road, Peshawar, Peshawar",9000000,4,4,450.0
"Ring Road, Peshawar, Peshawar",8500000,3,3,450.0
"Ring Road, Peshawar, Peshawar",9000000,4,4,450.0
"Ring Road, Peshawar, Peshawar",8500000,3,3,450.0
"Ring Road, Peshawar, Peshawar",8500000,3,3,450.0
"Ring Road, Peshawar, Peshawar",9000000,4,4,450.0
"Ring Road, Peshawar, Peshawar",9000000,4,4,450.0
"Hayatabad Phase 7, Hayatabad, Peshawar",82000000,6,6,4500.0
"Hayatabad, Peshawar, Peshawar",18000000,4,4,1125.0
"Regi Model Town Phase 4, Regi Model Town, Peshawar",25000000,8,6,1125.0
"Hayatabad Phase 1 - E3, Hayatabad Phase 1, Peshawar",29500000,3,3,2250.0
"Regi Model Town, Peshawar, Peshawar",19000000,8,0,1125.0
"Warsak Road, Peshawar, Peshawar",7800000,4,4,450.0
"Warsak Road, Peshawar, Peshawar",12000000,6,6,788.0
"Warsak Road, Peshawar, Peshawar",20000000,6,6,1530.0
"Warsak Road, Peshawar, Peshawar",25000000,6,6,1575.0
"Warsak Road, Peshawar, Peshawar",4600000,2,2,338.0
"Warsak Road, Peshawar, Peshawar",5500000,3,2,450.0
"Warsak Road, Peshawar, Peshawar",11000000,4,4,720.0
"Officers Garden Colony, Warsak Road, Peshawar",33000000,6,6,1575.0
"Hayatabad Phase 1, Hayatabad, Peshawar",380000000,10,6,18000.0
"Orhan Tower, Canal Road, Peshawar",12000000,2,2,1125.0
"Orhan Tower, Canal Road, Peshawar",10600000,2,2,990.0
"Orhan Tower, Canal Road, Peshawar",12200000,3,3,1418.0
"Ring Road, Peshawar, Peshawar",9000000,4,4,450.0
"Ring Road, Peshawar, Peshawar",8500000,3,3,450.0
"Ring Road, Peshawar, Peshawar",9000000,4,4,450.0
"Ring Road, Peshawar, Peshawar",8500000,3,3,450.0
"Ring Road, Peshawar, Peshawar",8500000,3,3,450.0
"Ring Road, Peshawar, Peshawar",9000000,4,4,450.0
"Ring Road, Peshawar, Peshawar",9000000,4,4,450.0
"Warsak Road, Peshawar, Peshawar",25000000,6,6,1800.0
"Orhan Tower, Canal Road, Peshawar",9021000,2,2,1058.0
"Orhan Tower, Canal Road, Peshawar",12100000,3,3,1418.0
"Orhan Tower, Canal Road, Peshawar",9709000,2,2,1125.0
"Orhan Tower, Canal Road, Peshawar",12200000,3,3,1418.0
"Orhan Tower, Canal Road, Peshawar",9021000,2,2,1058.0
"Orhan Tower, Canal Road, Peshawar",12100000,3,3,1418.0
"Orhan Tower, Canal Road, Peshawar",9021000,2,2,1058.0
"Orhan Tower, Canal Road, Peshawar",8600000,2,2,990.0
"Peshawar Garden, Peshawar, Peshawar",26000000,8,6,1125.0
"Warsak Road, Peshawar, Peshawar",25000000,7,6,1575.0
"Warsak Road, Peshawar, Peshawar",37000000,6,6,2588.0
"Dalazak Road, Peshawar, Peshawar",55000000,10,0,2250.0
"DHA Phase 1 - Sector A, DHA Phase 1, Peshawar",80000000,7,6,4500.0
"Dalazak Road, Peshawar, Peshawar",13000000,4,4,562.0
"Dalazak Road, Peshawar, Peshawar",13000000,4,4,562.0
"Warsak Road, Peshawar, Peshawar",15000000,6,6,1125.0
"AWT Housing Scheme Badabair, Peshawar, Peshawar",35000000,0,0,4500.0
"Warsak Road, Peshawar, Peshawar",35000000,6,6,2250.0
"Warsak Road, Peshawar, Peshawar",19500000,6,6,900.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,788.0
"Warsak Road, Peshawar, Peshawar",12500000,5,5,788.0
"Warsak Road, Peshawar, Peshawar",7500000,4,4,675.0
"Warsak Road, Peshawar, Peshawar",19500000,6,6,900.0
"Warsak Road, Peshawar, Peshawar",35000000,6,6,2250.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,788.0
"Shaheen Housing Scheme, Warsak Road, Peshawar",32500000,4,5,4950.0
"Ring Road, Peshawar, Peshawar",8500000,4,4,900.0
"Dalazak Road, Peshawar, Peshawar",16000000,7,8,1125.0
"Warsak Road, Peshawar, Peshawar",8000000,6,6,675.0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town, Peshawar",42000000,0,0,2250.0
"Warsak Road, Peshawar, Peshawar",17000000,7,7,1350.0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town, Peshawar",9000000,3,3,450.0
"Darmangi, Warsak Road, Peshawar",11000000,4,4,720.0
"Darmangi, Warsak Road, Peshawar",11000000,4,4,720.0
"Warsak Road, Peshawar, Peshawar",11000000,4,4,720.0
"Warsak Road, Peshawar, Peshawar",11500000,4,4,720.0
"Warsak Road, Peshawar, Peshawar",16000000,6,6,1350.0
"Arbab Sabz Ali Khan Town Executive Lodges, Arbab Sabz Ali Khan Town, Peshawar",9000000,3,3,450.0
"Warsak Road, Peshawar, Peshawar",11000000,4,4,720.0
"Warsak Road, Peshawar, Peshawar",18000000,0,0,1125.0
"Warsak Road, Peshawar, Peshawar",17000000,7,7,1350.0
"Warsak Road, Peshawar, Peshawar",9500000,4,4,675.0
"Warsak Road, Peshawar, Peshawar",12500000,5,5,788.0
"Warsak Road, Peshawar, Peshawar",7500000,4,4,675.0
"Warsak Road, Peshawar, Peshawar",35000000,6,6,2250.0
"Warsak Road, Peshawar, Peshawar",19500000,6,6,900.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,788.0
"Warsak Road, Peshawar, Peshawar",7500000,4,4,675.0
"Warsak Road, Peshawar, Peshawar",12500000,5,5,788.0
"Warsak Road, Peshawar, Peshawar",35000000,6,6,2250.0
"Warsak Road, Peshawar, Peshawar",11500000,5,5,720.0
"Darmangi, Warsak Road, Peshawar",11500000,4,4,720.0
"Warsak Road, Peshawar, Peshawar",18000000,7,8,1125.0
"Warsak Road, Peshawar, Peshawar",9500000,4,4,675.0
"Warsak Road, Peshawar, Peshawar",11500000,4,4,720.0
"Warsak Road, Peshawar, Peshawar",11000000,4,4,720.0
"Warsak Road, Peshawar, Peshawar",8500000,5,5,652.0
"Darmangi, Warsak Road, Peshawar",8500000,5,5,652.0
"Warsak Road, Peshawar, Peshawar",13000000,6,6,1125.0
"Warsak Road, Peshawar, Peshawar",9000000,4,4,562.0
"Warsak Road, Peshawar, Peshawar",13000000,6,6,1125.0
"Sufiyan Garden, Warsak Road, Peshawar",21000000,6,6,1125.0
"Officers Garden Colony, Warsak Road, Peshawar",18500000,6,6,1125.0
"Sufiyan Garden, Warsak Road, Peshawar",17500000,6,6,1125.0
"Warsak Road, Peshawar, Peshawar",36000000,6,6,2250.0
"Officers Garden Colony, Warsak Road, Peshawar",19000000,6,6,1125.0
"Sufiyan Garden, Warsak Road, Peshawar",14500000,6,6,1125.0
"Warsak Road, Peshawar, Peshawar",19500000,6,6,900.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,788.0
"Warsak Road, Peshawar, Peshawar",12500000,5,5,788.0
"Warsak Road, Peshawar, Peshawar",7500000,4,4,675.0
"Warsak Road, Peshawar, Peshawar",35000000,6,6,2250.0
"Warsak Road, Peshawar, Peshawar",19500000,6,6,900.0
"Warsak Road, Peshawar, Peshawar",12000000,5,5,788.0
"Warsak Road, Peshawar, Peshawar",12500000,5,5,788.0
"Warsak Road, Peshawar, Peshawar",18000000,0,0,1125.0
"Warsak Road, Peshawar, Peshawar",8500000,5,5,652.0
"Warsak Road, Peshawar, Peshawar",9500000,4,4,675.0
"Peshawar Garden, Peshawar, Peshawar",26000000,8,6,1125.0
"Warsak Road, Peshawar, Peshawar",21000000,5,6,1125.0
"Gulbahar, Peshawar, Peshawar",15000000,4,4,562.0
"Dalazak Road, Peshawar, Peshawar",15000000,6,6,675.0
"Warsak Road, Peshawar, Peshawar",21000000,7,8,1170.0
"Sufiyan Garden, Warsak Road, Peshawar",16500000,6,6,1125.0
"Arbab Sabz Ali Khan Town, Warsak Road, Peshawar",8000000,6,6,788.0
"Ring Road, Peshawar, Peshawar",7500000,6,6,675.0
"Kohat Road, Peshawar, Peshawar",22000000,0,0,1462.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1462.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1462.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1462.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1575.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1462.0
"Warsak Road, Peshawar, Peshawar",7500000,4,4,675.0
"Warsak Road, Peshawar, Peshawar",26000000,6,6,1800.0
"Warsak Road, Peshawar, Peshawar",26000000,7,7,1575.0
"Warsak Road, Peshawar, Peshawar",12500000,6,6,1125.0
"Lalazar Colony, Peshawar, Peshawar",13000000,5,5,720.0
"Warsak Road, Peshawar, Peshawar",26000000,6,6,1800.0
"Warsak Road, Peshawar, Peshawar",26000000,7,7,1575.0
"Warsak Road, Peshawar, Peshawar",12500000,6,6,1125.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1462.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1575.0
"Kohat Road, Peshawar, Peshawar",22000000,0,0,1462.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1575.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1575.0
"Kohat Road, Peshawar, Peshawar",22000000,0,0,1462.0
"Kohat Road, Peshawar, Peshawar",22000000,0,0,1462.0
"Kohat Road, Peshawar, Peshawar",22000000,0,0,1462.0
"Kohat Road, Peshawar, Peshawar",22000000,0,0,1462.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1462.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1462.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1462.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1462.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1575.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1575.0
"Kohat Road, Peshawar, Peshawar",25000000,6,6,1575.0
"Kohat Road, Peshawar, Peshawar",22000000,0,0,1462.0
"Lalazar Colony, Peshawar, Peshawar",13000000,5,5,720.0
"Warsak Road, Peshawar, Peshawar",26000000,6,6,1800.0
"Warsak Road, Peshawar, Peshawar",26000000,7,7,1575.0
"Lalazar Colony, Peshawar, Peshawar",13000000,5,5,720.0
"Warsak Road, Peshawar, Peshawar",12500000,6,6,1125.0
"Warsak Road, Peshawar, Peshawar",26000000,6,6,1800.0
"Warsak Road, Peshawar, Peshawar",26000000,7,7,1575.0
"Warsak Road, Peshawar, Peshawar",12500000,6,6,1125.0
"Kohat Road, Peshawar, Peshawar",22000000,0,0,1462.0
"Kohat Road, Peshawar, Peshawar",22000000,0,0,1462.0
"Hayatabad Phase 7, Hayatabad, Peshawar",33000000,8,6,1125.0
"Gulbahar, Peshawar, Peshawar",16000000,5,5,562.0
"Askari 2, Peshawar, Peshawar",21000000,3,4,2610.0
"Regi Model Town, Peshawar, Peshawar",22500000,8,0,1125.0
"Regi Model Town, Peshawar, Peshawar",21500000,8,0,1125.0
"Warsak Road, Peshawar, Peshawar",25000000,6,6,2250.0
